State,State_Code,District,District_Code,Block,Block_Code,Program,School,School_Code,student_ID,student_Name,Father_Name,Roll_Number,Class,Mobile,password
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001056,Student55,Father55,056,7,9117603648,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001057,Student56,Father56,057,7,9177212222,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001058,Student57,Father57,058,7,9382775788,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001059,Student58,Father58,059,7,9123855361,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001060,Student59,Father59,060,8,9772321309,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001061,Student60,Father60,061,6,9817109643,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001062,Student61,Father61,062,7,9716706673,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001063,Student62,Father62,063,6,9130042486,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001064,Student63,Father63,064,8,9550342070,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001065,Student64,Father64,065,7,9238398852,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001066,Student65,Father65,066,7,9649221138,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001067,Student66,Father66,067,6,9630788444,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001068,Student67,Father67,068,6,9517787727,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001069,Student68,Father68,069,6,9724231867,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001070,Student69,Father69,070,7,9262738945,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001071,Student70,Father70,071,8,9392083107,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001072,Student71,Father71,072,7,9982531867,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001073,Student72,Father72,073,7,9251713055,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001074,Student73,Father73,074,7,9813351997,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001075,Student74,Father74,075,6,9859677510,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001076,Student75,Father75,076,7,9894112243,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001077,Student76,Father76,077,6,9329651012,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001078,Student77,Father77,078,7,9486805719,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001079,Student78,Father78,079,6,9688430523,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001080,Student79,Father79,080,8,9444588300,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001081,Student80,Father80,081,7,9626754798,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001082,Student81,Father81,082,6,9186466589,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001083,Student82,Father82,083,7,9603240701,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001084,Student83,Father83,084,8,9891840226,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001085,Student84,Father84,085,6,9605516920,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001086,Student85,Father85,086,7,9209024532,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001087,Student86,Father86,087,7,9685359051,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001088,Student87,Father87,088,6,9729883971,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001089,Student88,Father88,089,8,9474078649,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001090,Student89,Father89,090,6,9669065339,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001091,Student90,Father90,091,8,9917973930,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001092,Student91,Father91,092,6,9725003445,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001093,Student92,Father92,093,7,9157005133,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001094,Student93,Father93,094,6,9108355296,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001095,Student94,Father94,095,8,9225280286,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001096,Student95,Father95,096,7,9979874981,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001097,Student96,Father96,097,7,9736511290,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001098,Student97,Father97,098,6,9201734767,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001099,Student98,Father98,099,8,9674455315,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001100,Student99,Father99,100,8,9271103492,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001101,Student100,Father100,101,8,9532733901,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001102,Student101,Father101,102,7,9898496734,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001103,Student102,Father102,103,8,9654500518,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001104,Student103,Father103,104,7,9484337802,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001105,Student104,Father104,105,6,9702524969,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001106,Student105,Father105,106,8,9998850614,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001107,Student106,Father106,107,7,9343248569,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001108,Student107,Father107,108,6,9442208218,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001109,Student108,Father108,109,8,9786039949,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001110,Student109,Father109,110,6,9948285410,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001111,Student110,Father110,111,7,9278797768,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001112,Student111,Father111,112,6,9432253336,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001113,Student112,Father112,113,8,9797475420,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001114,Student113,Father113,114,7,9504766884,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001115,Student114,Father114,115,8,9468608561,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001116,Student115,Father115,116,7,9485700041,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001117,Student116,Father116,117,7,9282500216,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001118,Student117,Father117,118,8,9101921648,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001119,Student118,Father118,119,8,9922111942,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001120,Student119,Father119,120,7,9127394090,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001121,Student120,Father120,121,7,9134663857,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001122,Student121,Father121,122,8,9175584970,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001123,Student122,Father122,123,8,9702278123,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001124,Student123,Father123,124,8,9888403595,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001125,Student124,Father124,125,8,9992407253,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001126,Student125,Father125,126,6,9616996118,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001127,Student126,Father126,127,8,9520405614,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001128,Student127,Father127,128,8,9336164316,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001129,Student128,Father128,129,6,9410998428,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001130,Student129,Father129,130,7,9629519785,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001131,Student130,Father130,131,6,9838230751,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001132,Student131,Father131,132,6,9415524119,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001133,Student132,Father132,133,8,9987435901,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001134,Student133,Father133,134,7,9717464082,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001135,Student134,Father134,135,6,9368515377,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001136,Student135,Father135,136,8,9918574190,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001137,Student136,Father136,137,6,9473361163,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001138,Student137,Father137,138,8,9682361510,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001139,Student138,Father138,139,8,9698134585,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001140,Student139,Father139,140,8,9444197640,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001141,Student140,Father140,141,8,9317745398,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001142,Student141,Father141,142,7,9541555699,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001143,Student142,Father142,143,8,9849576850,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001144,Student143,Father143,144,8,9320828123,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001145,Student144,Father144,145,6,9602796836,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001146,Student145,Father145,146,8,9573450238,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001147,Student146,Father146,147,7,9466471952,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001148,Student147,Father147,148,6,9749756758,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001149,Student148,Father148,149,8,9861331920,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001150,Student149,Father149,150,8,9635617396,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001151,Student150,Father150,151,7,9701166732,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001152,Student151,Father151,152,8,9769321916,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001153,Student152,Father152,153,8,9310622361,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001154,Student153,Father153,154,6,9657300072,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001155,Student154,Father154,155,6,9685722521,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001156,Student155,Father155,156,7,9902223606,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001157,Student156,Father156,157,6,9754207418,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001158,Student157,Father157,158,6,9591273713,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001159,Student158,Father158,159,7,9498117692,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001160,Student159,Father159,160,6,9712594618,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001161,Student160,Father160,161,7,9435031618,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001162,Student161,Father161,162,7,9204593186,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001163,Student162,Father162,163,7,9657215413,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001164,Student163,Father163,164,8,9815440962,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001165,Student164,Father164,165,8,9337312516,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001166,Student165,Father165,166,7,9239251347,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001167,Student166,Father166,167,8,9638056075,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001168,Student167,Father167,168,6,9669241857,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001169,Student168,Father168,169,8,9302358758,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001170,Student169,Father169,170,6,9207528678,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001171,Student170,Father170,171,7,9695908220,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001172,Student171,Father171,172,6,9357299612,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001173,Student172,Father172,173,7,9517417368,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001174,Student173,Father173,174,8,9157942796,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001175,Student174,Father174,175,6,9158885655,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001176,Student175,Father175,176,8,9879845452,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001177,Student176,Father176,177,7,9979055731,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001178,Student177,Father177,178,7,9770720980,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001179,Student178,Father178,179,7,9653856741,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001180,Student179,Father179,180,7,9115412755,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001181,Student180,Father180,181,8,9988754534,1234
Uttar Pradesh,09,Gorakhpur,273,Chargawa,001,Digital education,Composite UPS Narayanpur,001,09273001001182,Student181,Father181,182,6,9995845337,1234
